algorithm,trial_idx,total_time_s
FrodoKEM-976-AES,32,0.011988451999968674
FrodoKEM-976-AES,33,0.014624500000081753
FrodoKEM-976-AES,34,0.012614978000101473
FrodoKEM-976-AES,35,0.012618106999980228
FrodoKEM-976-AES,36,0.009146667000095476
FrodoKEM-976-AES,37,0.006292481999935262
FrodoKEM-976-AES,38,0.006263360000048124
FrodoKEM-976-AES,39,0.006196412999997847
FrodoKEM-976-AES,40,0.006598596999992878
FrodoKEM-976-AES,41,0.010388563000105933
FrodoKEM-976-AES,42,0.013543768000090495
FrodoKEM-976-AES,43,0.011016139000048497
FrodoKEM-976-AES,44,0.006812394000007771
FrodoKEM-976-AES,45,0.006475401999978203
FrodoKEM-976-AES,46,0.006419179999966218
FrodoKEM-976-AES,47,0.006830661000094551
FrodoKEM-976-AES,48,0.006632860000081564
FrodoKEM-976-AES,49,0.006551936000050773
FrodoKEM-976-AES,50,0.006591873000161286
FrodoKEM-976-AES,51,0.00659075299995493
FrodoKEM-976-AES,52,0.010105634999945323
FrodoKEM-976-AES,53,0.011314238000068144
FrodoKEM-976-AES,54,0.006620991000090726
FrodoKEM-976-AES,55,0.010393930999953227
FrodoKEM-976-AES,56,0.01268391899998278
FrodoKEM-976-AES,57,0.01675608799996553
FrodoKEM-976-AES,58,0.015512927000145282
FrodoKEM-976-AES,59,0.007774959000016679
FrodoKEM-976-AES,60,0.007435439999881055
FrodoKEM-976-AES,61,0.00985513900013757
FrodoKEM-976-AES,62,0.006709778000185906
FrodoKEM-976-AES,63,0.01769584500016208
FrodoKEM-976-AES,64,0.006855201999997007
FrodoKEM-976-AES,65,0.010508278000088467
FrodoKEM-976-AES,66,0.016505351999967388
FrodoKEM-976-AES,67,0.008641401000204496
FrodoKEM-976-AES,68,0.012358243000107905
FrodoKEM-976-AES,69,0.007912643999816282
FrodoKEM-976-AES,70,0.006434422999973322
FrodoKEM-976-AES,71,0.0063757400000667985
FrodoKEM-976-AES,72,0.0066240879998531454
FrodoKEM-976-AES,73,0.006570230000079391
FrodoKEM-976-AES,74,0.00646115299991834
FrodoKEM-976-AES,75,0.006555268000056458
FrodoKEM-976-AES,76,0.0060078290000546986
FrodoKEM-976-AES,77,0.010501645999966058
FrodoKEM-976-AES,78,0.013150805999885051
FrodoKEM-976-AES,79,0.013451188000090042
FrodoKEM-976-AES,80,0.0063275920001615304
FrodoKEM-976-AES,81,0.006282705999865357
FrodoKEM-976-AES,82,0.006611628999962704
FrodoKEM-976-AES,83,0.006647202000067409
FrodoKEM-976-AES,84,0.006413796000060756
FrodoKEM-976-AES,85,0.006512663999956203
FrodoKEM-976-AES,86,0.006517443000120693
FrodoKEM-976-AES,87,0.008556962000056956
FrodoKEM-976-AES,88,0.00671913700011828
FrodoKEM-976-AES,89,0.01231328900007611
FrodoKEM-976-AES,90,0.009920409999949698
FrodoKEM-976-AES,91,0.0066373309998652985
FrodoKEM-976-AES,92,0.006590175999917847
FrodoKEM-976-AES,93,0.006271999000091455
FrodoKEM-976-AES,94,0.010416075999955865
FrodoKEM-976-AES,95,0.012447334999933446
FrodoKEM-976-AES,96,0.011880033000124968
FrodoKEM-976-AES,97,0.006477561999872705
